Run,GEO,Name,Chronological_Age_in_Hours,Median_Lifespan_in_Days,Median_Lifespan_in_Hours,Correction_Factor,Biological_Age_in_Hours,Biological_Age_Days,Corrected_Bio_Age_Days,Chronological_Age_Days,Strain,Treatment,AvgSpotLen,Instrument,LibraryLayout,LibrarySelection,RNA_interference,FUDR
SRR10200222,GSE138129,isp-1(qm150) + vrk-1 RNAi,12,15.6,374.4,0.9935897436,11.9230769231,0.4967948718,0.496794841,0.5,isp-1(qm150),None,200,Illumina HiSeq 2500,PAIRED,cDNA,vrk-1 RNAi,
SRR10200223,GSE138129,isp-1(qm150) + vrk-1 RNAi,12,15.6,374.4,0.9935897436,11.9230769231,0.4967948718,0.496794841,0.5,isp-1(qm150),None,201,Illumina HiSeq 2500,PAIRED,cDNA,vrk-1 RNAi,
SRR10200224,GSE138129,isp-1(qm150) + vrk-1 RNAi,12,15.6,374.4,0.9935897436,11.9230769231,0.4967948718,0.496794841,0.5,isp-1(qm150),None,201,Illumina HiSeq 2500,PAIRED,cDNA,vrk-1 RNAi,
SRR10533876,GSE141041,glp-4 + L4440+atp-2 RNAi,24,30,720,0.5166666667,12.4,0.5166666667,0.5166666345,1,glp-4,None,202,Illumina HiSeq 2500,PAIRED,cDNA,L4440+atp-2 RNAi,
SRR10533877,GSE141041,glp-4 + L4440+atp-2 RNAi,24,30,720,0.5166666667,12.4,0.5166666667,0.5166666345,1,glp-4,None,202,Illumina HiSeq 2500,PAIRED,cDNA,L4440+atp-2 RNAi,
SRR10533878,GSE141041,glp-4 + L4440+atp-2 RNAi,24,30,720,0.5166666667,12.4,0.5166666667,0.5166666345,1,glp-4,None,202,Illumina HiSeq 2500,PAIRED,cDNA,L4440+atp-2 RNAi,
SRR10533879,GSE141041,glp-4 + L4440+atp-2 RNAi,24,30,720,0.5166666667,12.4,0.5166666667,0.5166666345,1,glp-4,None,202,Illumina HiSeq 2500,PAIRED,cDNA,L4440+atp-2 RNAi,
SRR8435673,GSE124994,fem-3(q20) IV,9,11.0833333333,265.9999999992,1.3984962406,12.5864661655,0.5244360902,0.5244360575,0.375,fem-3(q20),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435674,GSE124994,fem-3(q20) IV,9,11.0833333333,265.9999999992,1.3984962406,12.5864661655,0.5244360902,0.5244360575,0.375,fem-3(q20),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435675,GSE124994,fem-3(q20) IV,9,11.0833333333,265.9999999992,1.3984962406,12.5864661655,0.5244360902,0.5244360575,0.375,fem-3(q20),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR5606847,PRJNA342407,eat-2(ad1116),24,28,672,0.5535714286,13.2857142857,0.5535714286,0.5535713938,1,eat-2(ad1116),FUDR,202,Illumina HiSeq 2500,PAIRED,RANDOM,None,FUDR
SRR5606848,PRJNA342407,eat-2(ad1116),24,28,672,0.5535714286,13.2857142857,0.5535714286,0.5535713938,1,eat-2(ad1116),FUDR,202,Illumina HiSeq 2500,PAIRED,RANDOM,None,FUDR
SRR10200216,GSE138129,N2 + vrk-1 RNAi,12,13.1,314.4,1.1832061069,14.1984732824,0.5916030534,0.5916030156,0.5,N2,None,201,Illumina HiSeq 2500,PAIRED,cDNA,vrk-1 RNAi,
SRR10200217,GSE138129,N2 + vrk-1 RNAi,12,13.1,314.4,1.1832061069,14.1984732824,0.5916030534,0.5916030156,0.5,N2,None,201,Illumina HiSeq 2500,PAIRED,cDNA,vrk-1 RNAi,
SRR10200218,GSE138129,N2 + vrk-1 RNAi,12,13.1,314.4,1.1832061069,14.1984732824,0.5916030534,0.5916030156,0.5,N2,None,201,Illumina HiSeq 2500,PAIRED,cDNA,vrk-1 RNAi,
SRR5202810,GSE94077,smg-2(qd101);daf-2(e1370),24,23.44,562.56,0.6612627986,15.8703071672,0.6612627986,0.6612627547,1,smg-2(qd101);daf-2(e1370),None,302,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR5202814,GSE94077,smg-2(qd101);daf-2(e1370),24,23.44,562.56,0.6612627986,15.8703071672,0.6612627986,0.6612627547,1,smg-2(qd101);daf-2(e1370),None,302,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR10533872,GSE141041,glp-4 + L4440 RNAi,24,22.8,547.2,0.6798245614,16.3157894737,0.6798245614,0.6798245157,1,glp-4,None,202,Illumina HiSeq 2500,PAIRED,cDNA,Empty vector,
SRR10533873,GSE141041,glp-4 + L4440 RNAi,24,22.8,547.2,0.6798245614,16.3157894737,0.6798245614,0.6798245157,1,glp-4,None,202,Illumina HiSeq 2500,PAIRED,cDNA,Empty vector,
SRR10533874,GSE141041,glp-4 + L4440 RNAi,24,22.8,547.2,0.6798245614,16.3157894737,0.6798245614,0.6798245157,1,glp-4,None,202,Illumina HiSeq 2500,PAIRED,cDNA,Empty vector,
SRR10533875,GSE141041,glp-4 + L4440 RNAi,24,22.8,547.2,0.6798245614,16.3157894737,0.6798245614,0.6798245157,1,glp-4,None,202,Illumina HiSeq 2500,PAIRED,cDNA,Empty vector,
ERR947376,ERP010876,glp-1(e2141ts);hlh-30(tm1978),24,22.33,535.92,0.6941334528,16.6592028661,0.6941334528,0.6941334056,1,glp-1(e2141ts);hlh-30(tm1978),None,99,Illumina HiSeq 2500,SINGLE,PCR,None,None
ERR947377,ERP010876,glp-1(e2141ts);hlh-30(tm1978),24,22.33,535.92,0.6941334528,16.6592028661,0.6941334528,0.6941334056,1,glp-1(e2141ts);hlh-30(tm1978),None,99,Illumina HiSeq 2500,SINGLE,PCR,None,None
ERR947378,ERP010876,glp-1(e2141ts);hlh-30(tm1978),24,22.33,535.92,0.6941334528,16.6592028661,0.6941334528,0.6941334056,1,glp-1(e2141ts);hlh-30(tm1978),None,99,Illumina HiSeq 2500,SINGLE,PCR,None,None
ERR947379,ERP010876,glp-1(e2141ts);hlh-30(tm1978),24,22.33,535.92,0.6941334528,16.6592028661,0.6941334528,0.6941334056,1,glp-1(e2141ts);hlh-30(tm1978),None,99,Illumina HiSeq 2500,SINGLE,PCR,None,None
SRR5606849,PRJNA342407,N2,24,19.98,479.52,0.7757757758,18.6186186186,0.7757757758,0.7757757196,1,N2,FUDR,202,Illumina HiSeq 2500,PAIRED,RANDOM,None,FUDR
SRR5606854,PRJNA342407,N2,24,19.98,479.52,0.7757757758,18.6186186186,0.7757757758,0.7757757196,1,N2,FUDR,202,Illumina HiSeq 2500,PAIRED,RANDOM,None,FUDR
SRR5202807,GSE94077,N2,24,17.68,424.32,0.8766968326,21.0407239819,0.8766968326,0.876696763,1,N2,None,302,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR5202811,GSE94077,N2,24,17.68,424.32,0.8766968326,21.0407239819,0.8766968326,0.876696763,1,N2,None,302,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR10189234,GSE138035,N2,24,17.6,422.4,0.8806818182,21.1363636364,0.8806818182,0.880681748,1,N2,FUDR,202,Illumina HiSeq 2500,PAIRED,cDNA,Empty vector,
SRR10189235,GSE138035,N2,24,17.6,422.4,0.8806818182,21.1363636364,0.8806818182,0.880681748,1,N2,FUDR,202,Illumina HiSeq 2500,PAIRED,cDNA,Empty vector,
SRR10189236,GSE138035,N2,24,17.6,422.4,0.8806818182,21.1363636364,0.8806818182,0.880681748,1,N2,FUDR,202,Illumina HiSeq 2500,PAIRED,cDNA,Empty vector,
SRR8187947,GSE122544,N2_25C,24,17.5,420,0.8857142857,21.2571428571,0.8857142857,0.8857142148,1,N2,25C,197,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR8187948,GSE122544,N2_25C,24,17.5,420,0.8857142857,21.2571428571,0.8857142857,0.8857142148,1,N2,25C,197,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR8187949,GSE122544,N2_25C,24,17.5,420,0.8857142857,21.2571428571,0.8857142857,0.8857142148,1,N2,25C,197,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR8187950,GSE122544,N2_25C,24,17.5,420,0.8857142857,21.2571428571,0.8857142857,0.8857142148,1,N2,25C,197,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR8187951,GSE122544,N2_25C,24,17.5,420,0.8857142857,21.2571428571,0.8857142857,0.8857142148,1,N2,25C,197,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR8187952,GSE122544,npr-8(ok1439)_25C,24,17.5,420,0.8857142857,21.2571428571,0.8857142857,0.8857142148,1,npr-8(ok1439),25C,197,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR8187953,GSE122544,npr-8(ok1439)_25C,24,17.5,420,0.8857142857,21.2571428571,0.8857142857,0.8857142148,1,npr-8(ok1439),25C,197,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR8187954,GSE122544,npr-8(ok1439)_25C,24,17.5,420,0.8857142857,21.2571428571,0.8857142857,0.8857142148,1,npr-8(ok1439),25C,197,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR8187955,GSE122544,npr-8(ok1439)_25C,24,17.5,420,0.8857142857,21.2571428571,0.8857142857,0.8857142148,1,npr-8(ok1439),25C,197,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR8187956,GSE122544,npr-8(ok1439)_25C,24,17.5,420,0.8857142857,21.2571428571,0.8857142857,0.8857142148,1,npr-8(ok1439),25C,197,Illumina HiSeq 2500,PAIRED,cDNA,None,None
ERR947380,ERP010876,glp-1(e2141ts);mml-1(ok849),24,17,408,0.9117647059,21.8823529412,0.9117647059,0.9117646309,1,glp-1(e2141ts);mml-1(ok849),None,100,Illumina HiSeq 2500,SINGLE,PCR,None,None
ERR947381,ERP010876,glp-1(e2141ts);mml-1(ok849),24,17,408,0.9117647059,21.8823529412,0.9117647059,0.9117646309,1,glp-1(e2141ts);mml-1(ok849),None,100,Illumina HiSeq 2500,SINGLE,PCR,None,None
ERR947382,ERP010876,glp-1(e2141ts);mml-1(ok849),24,17,408,0.9117647059,21.8823529412,0.9117647059,0.9117646309,1,glp-1(e2141ts);mml-1(ok849),None,100,Illumina HiSeq 2500,SINGLE,PCR,None,None
SRR10189237,GSE138035,N2,24,16.6,398.4,0.9337349398,22.4096385542,0.9337349398,0.9337348612,1,N2,FUDR,202,Illumina HiSeq 2500,PAIRED,cDNA,lpn-1 RNAi,
SRR10189238,GSE138035,N2,24,16.6,398.4,0.9337349398,22.4096385542,0.9337349398,0.9337348612,1,N2,FUDR,202,Illumina HiSeq 2500,PAIRED,cDNA,lpn-1 RNAi,
SRR10189239,GSE138035,N2,24,16.6,398.4,0.9337349398,22.4096385542,0.9337349398,0.9337348612,1,N2,FUDR,202,Illumina HiSeq 2500,PAIRED,cDNA,lpn-1 RNAi,
SRR5202808,GSE94077,smg-2(qd101),24,16.5,396,0.9393939394,22.5454545455,0.9393939394,0.9393938599,1,smg-2(qd101),None,302,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR5202812,GSE94077,smg-2(qd101),24,16.5,396,0.9393939394,22.5454545455,0.9393939394,0.9393938599,1,smg-2(qd101),None,302,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR10533880,GSE141041,glp-4 + hda-1 RNAi,24,15.4,369.6,1.0064935065,24.1558441558,1.0064935065,1.006493415,1,glp-4,None,202,Illumina HiSeq 2500,PAIRED,cDNA,hda-1 RNAi,
SRR10533881,GSE141041,glp-4 + hda-1 RNAi,24,15.4,369.6,1.0064935065,24.1558441558,1.0064935065,1.006493415,1,glp-4,None,202,Illumina HiSeq 2500,PAIRED,cDNA,hda-1 RNAi,
SRR10533882,GSE141041,glp-4 + hda-1 RNAi,24,15.4,369.6,1.0064935065,24.1558441558,1.0064935065,1.006493415,1,glp-4,None,202,Illumina HiSeq 2500,PAIRED,cDNA,hda-1 RNAi,
SRR10533883,GSE141041,glp-4 + hda-1 RNAi,24,15.4,369.6,1.0064935065,24.1558441558,1.0064935065,1.006493415,1,glp-4,None,202,Illumina HiSeq 2500,PAIRED,cDNA,hda-1 RNAi,
SRR10533884,GSE141041,glp-4 + hda-1(RNAi)+atp-2(RNAi),24,15.4,369.6,1.0064935065,24.1558441558,1.0064935065,1.006493415,1,glp-4,None,202,Illumina HiSeq 2500,PAIRED,cDNA,hda-1+atp-2 RNAi,
SRR10533885,GSE141041,glp-4 + hda-1(RNAi)+atp-2(RNAi),24,15.4,369.6,1.0064935065,24.1558441558,1.0064935065,1.006493415,1,glp-4,None,202,Illumina HiSeq 2500,PAIRED,cDNA,hda-1+atp-2 RNAi,
SRR10533886,GSE141041,glp-4 + hda-1(RNAi)+atp-2(RNAi),24,15.4,369.6,1.0064935065,24.1558441558,1.0064935065,1.006493415,1,glp-4,None,202,Illumina HiSeq 2500,PAIRED,cDNA,hda-1+atp-2 RNAi,
SRR10533887,GSE141041,glp-4 + hda-1(RNAi)+atp-2(RNAi),24,15.4,369.6,1.0064935065,24.1558441558,1.0064935065,1.006493415,1,glp-4,None,202,Illumina HiSeq 2500,PAIRED,cDNA,hda-1+atp-2 RNAi,
SRR10189240,GSE138035,N2 + high glucose,24,15.2,364.8,1.0197368421,24.4736842105,1.0197368421,1.019736748,1,N2,FUDR + high glucose,202,Illumina HiSeq 2500,PAIRED,cDNA,Empty vector,
SRR10189241,GSE138035,N2 + high glucose,24,15.2,364.8,1.0197368421,24.4736842105,1.0197368421,1.019736748,1,N2,FUDR + high glucose,202,Illumina HiSeq 2500,PAIRED,cDNA,Empty vector,
SRR10189242,GSE138035,N2 + high glucose,24,15.2,364.8,1.0197368421,24.4736842105,1.0197368421,1.019736748,1,N2,FUDR + high glucose,202,Illumina HiSeq 2500,PAIRED,cDNA,Empty vector,
ERR947383,ERP010876,glp-1(e2141ts);mxl-2(tm1516),24,14,336,1.1071428571,26.5714285714,1.1071428571,1.1071427441,1,glp-1(e2141ts);mxl-2(tm1516),None,99,Illumina HiSeq 2500,SINGLE,PCR,None,None
ERR947384,ERP010876,glp-1(e2141ts);mxl-2(tm1516),24,14,336,1.1071428571,26.5714285714,1.1071428571,1.1071427441,1,glp-1(e2141ts);mxl-2(tm1516),None,99,Illumina HiSeq 2500,SINGLE,PCR,None,None
ERR947385,ERP010876,glp-1(e2141ts);mxl-2(tm1516),24,14,336,1.1071428571,26.5714285714,1.1071428571,1.1071427441,1,glp-1(e2141ts);mxl-2(tm1516),None,99,Illumina HiSeq 2500,SINGLE,PCR,None,None
SRR7811658,GSE119696,N2_H2O,24,13,312,1.1923076923,28.6153846154,1.1923076923,1.1923075573,1,N2,H2O,200,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR7811659,GSE119696,N2_H2O,24,13,312,1.1923076923,28.6153846154,1.1923076923,1.1923075573,1,N2,H2O,200,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR7811660,GSE119696,N2_H2O,24,13,312,1.1923076923,28.6153846154,1.1923076923,1.1923075573,1,N2,H2O,200,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR7811661,GSE119696,N2_H2O,24,13,312,1.1923076923,28.6153846154,1.1923076923,1.1923075573,1,N2,H2O,200,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR7811666,GSE119696,gas1_NAC,24,13,312,1.1923076923,28.6153846154,1.1923076923,1.1923075573,1,gas-1,Nacetylcysteine,200,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR7811667,GSE119696,gas1_NAC,24,13,312,1.1923076923,28.6153846154,1.1923076923,1.1923075573,1,gas-1,Nacetylcysteine,200,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR7811668,GSE119696,gas1_NAC,24,13,312,1.1923076923,28.6153846154,1.1923076923,1.1923075573,1,gas-1,Nacetylcysteine,200,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR7811669,GSE119696,gas1_NAC,24,13,312,1.1923076923,28.6153846154,1.1923076923,1.1923075573,1,gas-1,Nacetylcysteine,200,Illumina HiSeq 2500,PAIRED,cDNA,None,None
ERR2822653,E-MTAB-7272,N2_metformin_OP50,48,25.1,602.4,0.6175298805,29.6414342629,1.235059761,1.2350596134,2,N2,50mM metformin,51,Illumina HiSeq 2500,SINGLE,PolyA,None,None
ERR2822658,E-MTAB-7272,N2_metformin_OP50,48,25.1,602.4,0.6175298805,29.6414342629,1.235059761,1.2350596134,2,N2,50mM metformin,51,Illumina HiSeq 2500,SINGLE,PolyA,None,None
ERR2822661,E-MTAB-7272,N2_metformin_OP50,48,25.1,602.4,0.6175298805,29.6414342629,1.235059761,1.2350596134,2,N2,50mM metformin,51,Illumina HiSeq 2500,SINGLE,PolyA,None,None
ERR2822664,E-MTAB-7272,N2_metformin_OP50,48,25.1,602.4,0.6175298805,29.6414342629,1.235059761,1.2350596134,2,N2,50mM metformin,51,Illumina HiSeq 2500,SINGLE,PolyA,None,None
SRR8435680,GSE124994,gon-2(q388);gem-1(bc364),25,11.75,282,1.3191489362,32.9787234043,1.3741134752,1.3741132787,1.0416666667,gon-2(q388);gem-1(bc364),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435681,GSE124994,gon-2(q388);gem-1(bc364),25,11.75,282,1.3191489362,32.9787234043,1.3741134752,1.3741132787,1.0416666667,gon-2(q388);gem-1(bc364),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435682,GSE124994,gon-2(q388);gem-1(bc364),25,11.75,282,1.3191489362,32.9787234043,1.3741134752,1.3741132787,1.0416666667,gon-2(q388);gem-1(bc364),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR7811682,GSE119696,gas1_100Cys,24,11,264,1.4090909091,33.8181818182,1.4090909091,1.409090698,1,gas-1,Cysteamine_100mM,200,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR7811683,GSE119696,gas1_100Cys,24,11,264,1.4090909091,33.8181818182,1.4090909091,1.409090698,1,gas-1,Cysteamine_100mM,200,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR7811684,GSE119696,gas1_100Cys,24,11,264,1.4090909091,33.8181818182,1.4090909091,1.409090698,1,gas-1,Cysteamine_100mM,200,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR7811685,GSE119696,gas1_100Cys,24,11,264,1.4090909091,33.8181818182,1.4090909091,1.409090698,1,gas-1,Cysteamine_100mM,200,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR8435678,GSE124994,fem-3(q20) IV,25,11.0833333333,265.9999999992,1.3984962406,34.9624060151,1.4567669173,1.4567666846,1.0416666667,fem-3(q20),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435679,GSE124994,fem-3(q20) IV,25,11.0833333333,265.9999999992,1.3984962406,34.9624060151,1.4567669173,1.4567666846,1.0416666667,fem-3(q20),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR7811662,GSE119696,gas1_H2O,24,10.5,252,1.4761904762,35.4285714286,1.4761904762,1.4761902341,1,gas-1,H2O,200,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR7811663,GSE119696,gas1_H2O,24,10.5,252,1.4761904762,35.4285714286,1.4761904762,1.4761902341,1,gas-1,H2O,200,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR7811664,GSE119696,gas1_H2O,24,10.5,252,1.4761904762,35.4285714286,1.4761904762,1.4761902341,1,gas-1,H2O,200,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR7811665,GSE119696,gas1_H2O,24,10.5,252,1.4761904762,35.4285714286,1.4761904762,1.4761902341,1,gas-1,H2O,200,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR7811678,GSE119696,gas1_10Cys,24,10,240,1.55,37.2,1.55,1.5499997186,1,gas-1,Cysteamine_10mM,200,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR7811679,GSE119696,gas1_10Cys,24,10,240,1.55,37.2,1.55,1.5499997186,1,gas-1,Cysteamine_10mM,200,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR7811680,GSE119696,gas1_10Cys,24,10,240,1.55,37.2,1.55,1.5499997186,1,gas-1,Cysteamine_10mM,200,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR7811681,GSE119696,gas1_10Cys,24,10,240,1.55,37.2,1.55,1.5499997186,1,gas-1,Cysteamine_10mM,200,Illumina HiSeq 2500,PAIRED,cDNA,None,None
ERR2822652,E-MTAB-7272,N2_OP50,48,19.6,470.4,0.7908163265,37.9591836735,1.5816326531,1.5816323531,2,N2,None,51,Illumina HiSeq 2500,SINGLE,PolyA,None,None
ERR2822656,E-MTAB-7272,N2_OP50,48,19.6,470.4,0.7908163265,37.9591836735,1.5816326531,1.5816323531,2,N2,None,51,Illumina HiSeq 2500,SINGLE,PolyA,None,None
ERR2822660,E-MTAB-7272,N2_OP50,48,19.6,470.4,0.7908163265,37.9591836735,1.5816326531,1.5816323531,2,N2,None,51,Illumina HiSeq 2500,SINGLE,PolyA,None,None
ERR2822665,E-MTAB-7272,N2_OP50,48,19.6,470.4,0.7908163265,37.9591836735,1.5816326531,1.5816323531,2,N2,None,51,Illumina HiSeq 2500,SINGLE,PolyA,None,None
SRR7811674,GSE119696,gas1_1Cys,24,9.5,228,1.6315789474,39.1578947368,1.6315789474,1.6315786155,1,gas-1,Cysteamine_1mM,200,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR7811675,GSE119696,gas1_1Cys,24,9.5,228,1.6315789474,39.1578947368,1.6315789474,1.6315786155,1,gas-1,Cysteamine_1mM,200,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR7811676,GSE119696,gas1_1Cys,24,9.5,228,1.6315789474,39.1578947368,1.6315789474,1.6315786155,1,gas-1,Cysteamine_1mM,200,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR7811677,GSE119696,gas1_1Cys,24,9.5,228,1.6315789474,39.1578947368,1.6315789474,1.6315786155,1,gas-1,Cysteamine_1mM,200,Illumina HiSeq 2500,PAIRED,cDNA,None,None
ERR2822654,E-MTAB-7272,N2_OP50-MR,48,18.95,454.8,0.8179419525,39.2612137203,1.635883905,1.6358835703,2,N2,OP50-MR,51,Illumina HiSeq 2500,SINGLE,PolyA,None,None
ERR2822659,E-MTAB-7272,N2_OP50-MR,48,18.95,454.8,0.8179419525,39.2612137203,1.635883905,1.6358835703,2,N2,OP50-MR,51,Illumina HiSeq 2500,SINGLE,PolyA,None,None
ERR2822662,E-MTAB-7272,N2_OP50-MR,48,18.95,454.8,0.8179419525,39.2612137203,1.635883905,1.6358835703,2,N2,OP50-MR,51,Illumina HiSeq 2500,SINGLE,PolyA,None,None
ERR2822666,E-MTAB-7272,N2_OP50-MR,48,18.95,454.8,0.8179419525,39.2612137203,1.635883905,1.6358835703,2,N2,OP50-MR,51,Illumina HiSeq 2500,SINGLE,PolyA,None,None
SRR5606850,PRJNA342407,eat-2(ad1116) + ev,72,28,672,0.5535714286,39.8571428571,1.6607142857,1.6607139338,3,eat-2(ad1116),FUDR,202,Illumina HiSeq 2500,PAIRED,RANDOM,Empty vector,FUDR
SRR5606853,PRJNA342407,eat-2(ad1116) + ev,72,28,672,0.5535714286,39.8571428571,1.6607142857,1.6607139338,3,eat-2(ad1116),FUDR,202,Illumina HiSeq 2500,PAIRED,RANDOM,Empty vector,FUDR
SRR7811670,GSE119696,gas1_100Cys,24,9,216,1.7222222222,41.3333333333,1.7222222222,1.722221824,1,gas-1,Cysteamine_100nM,200,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR7811671,GSE119696,gas1_100Cys,24,9,216,1.7222222222,41.3333333333,1.7222222222,1.722221824,1,gas-1,Cysteamine_100nM,200,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR7811672,GSE119696,gas1_100Cys,24,9,216,1.7222222222,41.3333333333,1.7222222222,1.722221824,1,gas-1,Cysteamine_100nM,200,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR7811673,GSE119696,gas1_100Cys,24,9,216,1.7222222222,41.3333333333,1.7222222222,1.722221824,1,gas-1,Cysteamine_100nM,200,Illumina HiSeq 2500,PAIRED,cDNA,None,None
ERR1474690,E-MTAB-4866,eat-2(ad1116),72,26.5,636,0.5849056604,42.1132075472,1.7547169811,1.7547165561,3,eat-2(ad1116),FUDR,200,Illumina HiSeq 2500,PAIRED,size fractionation,Empty vector,FUDR
ERR1474691,E-MTAB-4866,eat-2(ad1116),72,26.5,636,0.5849056604,42.1132075472,1.7547169811,1.7547165561,3,eat-2(ad1116),FUDR,200,Illumina HiSeq 2500,PAIRED,size fractionation,Empty vector,FUDR
ERR1474692,E-MTAB-4866,eat-2(ad1116),72,26.5,636,0.5849056604,42.1132075472,1.7547169811,1.7547165561,3,eat-2(ad1116),FUDR,175,Illumina HiSeq 2500,PAIRED,size fractionation,Empty vector,FUDR
ERR1474693,E-MTAB-4866,eat-2(ad1116),72,26.5,636,0.5849056604,42.1132075472,1.7547169811,1.7547165561,3,eat-2(ad1116),FUDR,174,Illumina HiSeq 2500,PAIRED,size fractionation,Empty vector,FUDR
SRR6983677,GSE112978,ceh-60(ok1485),96,35,840,0.4428571429,42.5142857143,1.7714285714,1.771428132,4,ceh-60(ok1485),None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR6983678,GSE112978,ceh-60(ok1485),96,35,840,0.4428571429,42.5142857143,1.7714285714,1.771428132,4,ceh-60(ok1485),None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR6983679,GSE112978,ceh-60(ok1485),96,35,840,0.4428571429,42.5142857143,1.7714285714,1.771428132,4,ceh-60(ok1485),None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
ERR2822655,E-MTAB-7272,N2_metformin_OP50-MR,48,17.11,410.64,0.9059029807,43.4833430742,1.8118059614,1.8118054851,2,N2,50mM metformin OP50-MR,51,Illumina HiSeq 2500,SINGLE,PolyA,None,None
ERR2822657,E-MTAB-7272,N2_metformin_OP50-MR,48,17.11,410.64,0.9059029807,43.4833430742,1.8118059614,1.8118054851,2,N2,50mM metformin OP50-MR,51,Illumina HiSeq 2500,SINGLE,PolyA,None,None
ERR2822663,E-MTAB-7272,N2_metformin_OP50-MR,48,17.11,410.64,0.9059029807,43.4833430742,1.8118059614,1.8118054851,2,N2,50mM metformin OP50-MR,51,Illumina HiSeq 2500,SINGLE,PolyA,None,None
ERR2822667,E-MTAB-7272,N2_metformin_OP50-MR,48,17.11,410.64,0.9059029807,43.4833430742,1.8118059614,1.8118054851,2,N2,50mM metformin OP50-MR,51,Illumina HiSeq 2500,SINGLE,PolyA,None,None
SRR8435686,GSE124994,gon-2(q388);gem-1(bc364),33,11.75,282,1.3191489362,43.5319148936,1.8138297872,1.813829309,1.375,gon-2(q388);gem-1(bc364),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435687,GSE124994,gon-2(q388);gem-1(bc364),33,11.75,282,1.3191489362,43.5319148936,1.8138297872,1.813829309,1.375,gon-2(q388);gem-1(bc364),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435688,GSE124994,gon-2(q388);gem-1(bc364),33,11.75,282,1.3191489362,43.5319148936,1.8138297872,1.813829309,1.375,gon-2(q388);gem-1(bc364),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR10189243,GSE138035,N2 + high glucose,24,8.25,198,1.8787878788,45.0909090909,1.8787878788,1.8787873346,1,N2,FUDR + high glucose,202,Illumina HiSeq 2500,PAIRED,cDNA,lpn-1 RNAi,
SRR10189244,GSE138035,N2 + high glucose,24,8.25,198,1.8787878788,45.0909090909,1.8787878788,1.8787873346,1,N2,FUDR + high glucose,202,Illumina HiSeq 2500,PAIRED,cDNA,lpn-1 RNAi,
